question_id,question,document_id,source_document_id,document_id_migrated,strict_chunk_id,acceptable_chunk_ids,acceptable_chunk_count,reference_candidate,reference_claims_json,evidence_preview,question_supported,reference_answer_reviewed,acceptable_chunks_reviewed,model_cleanup_applied,model_cleanup_notes,reviewer_notes
rq023,胸腔血管噪声模型中，声功率与雷诺数及血管直径比具有怎样的标度关系？,doc_75321e,doc_75321e,FALSE,doc_75321e:cc03d9bd09669567,doc_75321e:cc03d9bd09669567;doc_75321e:fefa10f119a51803;doc_75321e:f31fc158bf471444,3,声功率近似满足Π∝Re_D^4(D/d)^8，即与原正常血管流动雷诺数的四次方、血管直径比的八次方成正比。,"[{""claim_id"": ""rq023-c1"", ""claim_text"": ""声功率近似满足Π∝Re_D^4(D/d)^8，即与原正常血管流动雷诺数的四次方、血管直径比的八次方成正比。"", ""acceptable_chunk_ids"": [""doc_75321e:cc03d9bd09669567"", ""doc_75321e:fefa10f119a51803"", ""doc_75321e:f31fc158bf471444""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] ## Abstract   An acoustic generation of noise by a larger human blood vessel and noise transmission in the thorax is modelled and studied. In making this, the random statistical nature of the noise sources, the basic vessel properties and the main features of the human chest structure are taken into account. Also the effects of changes in the basic vessel parameters are considered as a first approach to study acoustic effects of a vascular stenosis. The analysis of the resultant acoustic field reveals its similarity to the acoustic fields recorded in the appropriate experiments. The variations || [21] from the pipes. As a result, there will be no changes in the difference between the sound levels from the pipes with U, as was obtained in the appropriate calculations of this study.   ### 4.4.Dependence of the acoustic power on $Re_{D}$  and $D/d$   The modifications in the spectrum $P_{w}$  with the pipe thickness and the mean flow velocity were demonstrated in Sections 4.2.1 and 4.3, respectively. It was shown that,apart from the other effects, a mild increase in the wall thickness and/or the mean flow velocity causes an increase in both the acoustic power level and a difference between the || [23] ## 5. Conclusions   An acoustic generation of noise by a larger human blood vessel and noise transmission in the thorax have been modelled and studied in this work. In doing this, the random statistical nature of the noise sources, the basic vessel properties andthe main features of the human chest structure have been taken into account. Also the effects of changes in the basic vessel parameters have been considered as a firstattempt to study acoustic effects of a vascular stenosis. The corresponding results obtained and their analysis allow one to make the following conclusions.   1. In the f",,通过,通过,TRUE,保留直接给出或总结声功率标度关系的证据。,Chunk2(4.4节)独立讨论声功率标度关系。标度公式经原文验证。Chunk1和Chunk3提供背景和结论支持。
rq024,ESKD 综述指出哪些人群面临医疗可及性差异，未来护理重点是什么？,doc_799901,doc_799901,FALSE,doc_799901:70c7aa07c2f7b500,doc_799901:70c7aa07c2f7b500,1,医疗可及性障碍尤其影响黑人和西班牙裔患者；未来重点是提高弱势人群肾脏专科服务可及性，按患者ESKD Life Plan提供以患者为中心的照护，并采用团队或多学科照护。,"[{""claim_id"": ""rq024-c1"", ""claim_text"": ""医疗可及性障碍尤其影响黑人和西班牙裔患者；未来重点是提高弱势人群肾脏专科服务可及性，按患者ESKD Life Plan提供以患者为中心的照护，并采用团队或多学科照护。"", ""acceptable_chunk_ids"": [""doc_799901:70c7aa07c2f7b500""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[3] ## Abstract   End-stage kidney disease (ESKD) is a common and morbid disease that affects patients' quality and length of life,representing a large portion of health care expenditure in the United States. These patients commonly have associated diabetes and cardiovascular disease, with high rates of cardiovascular-related death. Management of ESKD requires renal replacement therapy via dialysis or transplantation. While transplantation provides the greatest improvement in survival and quality of life, the vast majority of patients are treated initially with hemodialysis. However, outcomes diff",,通过,通过,TRUE,仅保留同时覆盖受影响人群和未来照护重点的摘要证据。,单chunk摘要独立覆盖医疗可及性差异人群(黑人/西班牙裔)及未来照护重点(肾脏专科可及性、ESKD Life Plan、团队照护)。
rq025,PCA 和分层 rs-SOM 如何改进血液透析狭窄的人工听诊系统？,doc_806271,doc_806271,FALSE,doc_806271:1c78749111b2573e,doc_806271:1c78749111b2573e;doc_806271:8a8346585f18c5a7,2,先用多麦克风采集分流杂音，并以PCA分解或提取狭窄信号、构造杂音向量和估计狭窄位置；再用分层rs-SOM对学习数据建模、定义狭窄等级和新判定准则，从而显著降低狭窄评估的假阳性率。,"[{""claim_id"": ""rq025-c1"", ""claim_text"": ""先用多麦克风采集分流杂音，并以PCA分解或提取狭窄信号、构造杂音向量和估计狭窄位置；再用分层rs-SOM对学习数据建模、定义狭窄等级和新判定准则，从而显著降低狭窄评估的假阳性率。"", ""acceptable_chunk_ids"": [""doc_806271:1c78749111b2573e"", ""doc_806271:8a8346585f18c5a7""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] # Improvement of Artificial Auscultation on Hemodialysis Stenosis by the Estimate of Stenosis Site and the Hierarchical Categorization of Learning Data   **Hatsuhiro KATO+a),Member, Masakazu KIRYU+,Nonmember,Yutaka SUZUKI++,Osamu SAKATA+,Members,**   **and Mizuya FUKASAWA+++,Nonmember**   **SUMMARY** Many hemodialysis patients undergo plasitc surgery to form the arterio-venous fistula (AVF) in their forearm to improve the vas-cular access by shunting blood flows. The issue of AVF is the stenosis caused by the disturbance of blood flows; therefore the auscultation system to assist the stenosis  || [3] Recursive subdivision self-organized map (rs-SOM) is the method to categorize hierarchically the learning data[11]. This method allocates the model vector to each subdivided category with interpolating the difference be-tween the categories. In this study, using these model vec-tors, new stenosis level was defined and used to improve the efficiency of the stenosis assessment.   This paper is organized as follows. In Sect. 2, the com-ponents of assessment system is described focusing on cap-turing from multi-sites and the decomposing the stenosis signals by PCA. The murmur vector is defined wit",,通过,通过,TRUE,保留完整支持PCA定位流程、分层rs-SOM建模及假阳性改善的证据。,Chunk1覆盖PCA流程(多麦克风→PCA分解→狭窄信号→杂音向量→位置估计)。Chunk2覆盖rs-SOM层次分类及假阳性降低。两chunk联合覆盖完整方法。
rq026,狭窄引起的湍流如何激励柔性血管壁及周围组织产生振动？,doc_85adcd,doc_85adcd,FALSE,doc_85adcd:11a102c7e3861e77,doc_85adcd:11a102c7e3861e77;doc_85adcd:8a7af5e8e2f816cd,2,狭窄后的内部湍流产生动态压力或力；模型将其等效为作用于管壁圆周的谐波线力，通过流固耦合激励柔性黏弹管壁振动；壁面运动再与外部静止流体或类组织黏弹介质耦合并使其振动，外部介质的附加惯性和耗散负载会衰减响应。,"[{""claim_id"": ""rq026-c1"", ""claim_text"": ""狭窄后的内部湍流产生动态压力或力；模型将其等效为作用于管壁圆周的谐波线力，通过流固耦合激励柔性黏弹管壁振动；壁面运动再与外部静止流体或类组织黏弹介质耦合并使其振动，外部介质的附加惯性和耗散负载会衰减响应。"", ""acceptable_chunk_ids"": [""doc_85adcd:11a102c7e3861e77"", ""doc_85adcd:8a7af5e8e2f816cd""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[0] # Acoustic radiation from a fluid-filled,subsurface vascular tube with internal turbulent flow due to a constriction   Yigit Yazicioglu, Thomas J. Royston,a) Todd Spohnholtz, Bryn Martin, and Francis Loth Mechanical Engineering,University of Illinois at Chicago, 842 West Taylor Street, MC 251, Chicago,Illinois 60607-7022   Hisham S. Bassiouny   Surgery, Section of Vascular Surgery, University of Chicago 5841 South Maryland Avenue, MC 5028, Chicago, Illinois,60637   (Received 18 February 2005; revised 17 May 2005; accepted 24 May 2005)   The vibration of a thin-walled cylindrical, compliant vis || [28] ## VI. CONCLUSION   The vibration of a thin-walled cylindrical, compliant vis-coelastic tuibe with internal flow and an axisymmetric con-striction that results in turbulent fluid flow was studied theo-retically and experimentally. The developed closed-form analytical model of the coupled fluid and structural system may provide a baseline for future, more comprehensive analyses, analytical and computational, that may improve upon some of the indicated shortcomings or extend the ap-proach to more complex and realistic geometries and mate-rial properties. Additionally, the reported experimental s",,通过,通过,TRUE,按更正结论仅保留直接描述湍流—管壁—外部介质耦合振动机制的两个Chunk。,Chunk1(摘要)独立覆盖湍流→压力→谐波线力→流固耦合→管壁振动→外部介质耦合的完整物理链。因果措辞准确。
rq027,小波变换如何用于动静脉瘘状态的多分类评估，其结果与传统检查有什么关系？,doc_8a162a,doc_8a162a,FALSE,doc_8a162a:5685ff3f90217ba6,doc_8a162a:5685ff3f90217ba6,1,对AVF声信号应用小波变换并据此进行多类别状态分类，可获得高质量的瘘状态信息；分类结果与经典医学诊断检查结果相关。,"[{""claim_id"": ""rq027-c1"", ""claim_text"": ""对AVF声信号应用小波变换并据此进行多类别状态分类，可获得高质量的瘘状态信息；分类结果与经典医学诊断检查结果相关。"", ""acceptable_chunk_ids"": [""doc_8a162a:5685ff3f90217ba6""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] # non-invasive evaluation of arteriovenous fistula state   Marcin Grochowina   University of Rzeszów   al. Rejtana 16, 35-310 Rzeszów, Poland   Email: gromar@ur.edu.pl   Kamil Wojnar   University of Rzeszów   l. Rejtana 16, 35-310 Rzeszów, Poland   Email: kamil.wojnar93@gmail.com   Lucyna Leniowska   University of Rzeszów   al. Rejtana 16, 35-310 Rzeszów, Poland   Email: lleniow@ur.edu.pl   **Abstract-Acoustic signals emitted by the arteriovenous fistula** **(AVF) can be recorded to assess the AVF condition. This paper** **concerns the use of wavelet transform for the diagnosis of AVF** **stat",,通过,通过,TRUE,仅保留同时支持小波多分类及与传统检查相关性的证据。,单chunk独立覆盖小波变换多分类评估及与传统检查相关性。声明简洁直接。
rq028,低且振荡的壁面剪切应力出现在哪些动静脉瘘区域，与狭窄部位有什么关系？,doc_8b08d9,doc_8b08d9,FALSE,doc_8b08d9:2319d5c3f55b7f5a,doc_8b08d9:2319d5c3f55b7f5a,1,低且振荡的WSS位于血流停滞区，即动脉底部和吻合口旁静脉内壁；这些区域与既往实验记录的AVF管腔缩小或狭窄分布位置一致，提示促动脉粥样硬化剪切环境可能通过内膜增生促进狭窄。,"[{""claim_id"": ""rq028-c1"", ""claim_text"": ""低且振荡的WSS位于血流停滞区，即动脉底部和吻合口旁静脉内壁；这些区域与既往实验记录的AVF管腔缩小或狭窄分布位置一致，提示促动脉粥样硬化剪切环境可能通过内膜增生促进狭窄。"", ""acceptable_chunk_ids"": [""doc_8b08d9:2319d5c3f55b7f5a""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[2] ## Abstract   **Background.** Despite recent clinical and technological advancements, the vascular access (VA) for haemodialysis still has significant early failure rates after arteriovenous fistula (AVF) creation. VA failure is mainly related to the haemodynamic conditions that trigger the phenomena of vascular wall disease such as intimal hyperplasia (IH)or atherosclerosis.   **Methods.** We performed transient computational fluid dy-namics simulations within idealized three-dimensional models of 'end-to-side' and 'end-to-end' radio-cephalic anastomosis, using non-Newtonian blood and previou",,通过,通过,TRUE,仅保留直接关联低振荡WSS位置、狭窄分布及内膜增生机制的证据。,单chunk独立覆盖低振荡WSS位置(动脉底部/吻合口旁静脉内壁)、与狭窄分布一致、促动脉粥样硬化→内膜增生机制。因果措辞使用suggest适当。
rq029,以中心静脉导管开始透析后选择动静脉瘘或人工血管，对手术次数和年度通路费用有何影响？,doc_8c4add,doc_8c4add,FALSE,doc_8c4add:2dcb9f565fcc9184,doc_8c4add:2dcb9f565fcc9184;doc_8c4add:d6b583fc147fd021;doc_8c4add:cbd29302c54a2ca3,3,"相较AVG，AVF组每年手术性通路操作更频繁（1.01 vs 0.62次/年），经皮操作频率相近；AVF组手术操作年费用更高（$4,857 vs $2,819），总体通路相关年费用也更高（$10,642 vs $6,810）。","[{""claim_id"": ""rq029-c1"", ""claim_text"": ""相较AVG，AVF组每年手术性通路操作更频繁（1.01 vs 0.62次/年），经皮操作频率相近；AVF组手术操作年费用更高（$4,857 vs $2,819），总体通路相关年费用也更高（$10,642 vs $6,810）。"", ""acceptable_chunk_ids"": [""doc_8c4add:2dcb9f565fcc9184"", ""doc_8c4add:d6b583fc147fd021"", ""doc_8c4add:cbd29302c54a2ca3""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[2] ## ABSTRACT   Patients in the United States frequently initiate hemodialysis with a central venous catheter (CVC) and sub-sequently undergo placement of a new arteriovenous fistula (AVF) or arteriovenous graft (AVG). Little is known about the clinical and economic effects of initial vascular access choice. We identified 479 patients starting hemodialysis with a CVC at a large medical center (during 2004-2012) who subsequently had an AVF $(=295\text {}$ AVG( $n=105$ )placed or no arteriovenous access (CVC group, $n=71$ ).Compared with patients receiving an AVG, those receiving an AVF had more f || [7] placements. Among patients whose initial access was an AVF, the final access in use at the end of follow-up was an AVF in 55%, an AVG in 23%, and a CVC in 22% (Figure 1). Among patients whose initial access was an AVG, the final access at the end of follow-up was an AVF in 12%, an AVG in 69%, and a CVC in 18%.   ### Frequency of Access Procedures and Complications   Among the 295 patients who initially received an AVF, 105(36%) experienced an AVF that failedto mature. Moreover, of the AVFs that were successfully used for hemodialysis, 86(46%) required an intervention to promote maturation. The || [10] ## DISCUSSION   Our study quantified the substantial burden of vascular access procedures and CRB, and their associated economic costs in patients initiating hemodialysis with a catheter who subsequently underwent placement of an AVF or AVG. Only 40% of the patients who initially received an AVF were still us-ing the same AVF at the end offollow-up, and about one quarter required three or more new access creations during follow-up.The overall annual frequency of access-related procedures was similar in the AVF and AVG groups, but the relative frequency of different types of access procedures d",,通过,通过,TRUE,保留直接报告AVF与AVG操作频率和年度费用比较的证据。,"三chunk联合支撑。AVF vs AVG手术频率(1.01 vs 0.62)和年度费用($4,857 vs $2,819; $10,642 vs $6,810)经原文验证。注意：为CVC起始患者队列，AVF总费用更高。答案准确反映原文。"
rq030,患者特异性动静脉瘘的 FSI 模拟为何需要非牛顿血液模型，简化模拟能达到什么精度？,doc_8ec9d8,doc_8ec9d8,FALSE,doc_8ec9d8:0a078fa3f3f6fa61,doc_8ec9d8:0a078fa3f3f6fa61,1,静脉内低剪切率占主导，非牛顿效应显著，因此需非牛顿血液模型；非耦合流体模拟仍可给出有信息量的定性血流动力学图，定量血流动力学参数最大误差约20%。,"[{""claim_id"": ""rq030-c1"", ""claim_text"": ""静脉内低剪切率占主导，非牛顿效应显著，因此需非牛顿血液模型；非耦合流体模拟仍可给出有信息量的定性血流动力学图，定量血流动力学参数最大误差约20%。"", ""acceptable_chunk_ids"": [""doc_8ec9d8:0a078fa3f3f6fa61""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[2] ## SUMMARY   The objective of the study is to investigate numerically the fluid-structure interactions (FSI) in a patient-specific arteriovenous fistula (AVF) and analyze the degree of complexity that such a numerical simulation requires to provide clinically relevant information. The reference FSI simulation takes into account the non-Newtonian behavior of blood, as well as the variation in mechanical properties of the vascular walls along the AVF. We have explored whether less comprehensive versions of the simulation could still provide rele-vant results. The non-Newtonian blood model is nec",,通过,通过,TRUE,仅保留同时概括非牛顿模型必要性和简化模拟约20%误差的摘要证据。,单chunk独立覆盖非牛顿模型必要性(低剪切率主导)和简化模拟精度(~20%误差)。informative qualitative picture措辞准确。
rq031,多通道血管杂音传感器在体外狭窄模型中测得了怎样的带宽和动态范围？,doc_91bbb0,doc_91bbb0,FALSE,doc_91bbb0:013624cf0e4bc7c2,doc_91bbb0:013624cf0e4bc7c2,1,在5%–80%狭窄、850–1200 mL/min流量的体外模型中，记录信号带宽为2.25 kHz，动态范围为60.2 dB。,"[{""claim_id"": ""rq031-c1"", ""claim_text"": ""在5%–80%狭窄、850–1200 mL/min流量的体外模型中，记录信号带宽为2.25 kHz，动态范围为60.2 dB。"", ""acceptable_chunk_ids"": [""doc_91bbb0:013624cf0e4bc7c2""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] # Acoustic Bruit Transduction Interface for Non-Invasive VascularAccess Monitoring   Rohan K. Sinha,Member, IEEE, Hossein Miri Lavasani, Senior Member, IEEE,Christian   Zorman, Senior Member, IEEE and Steve J.A. Majerus, Senior Member, IEEE   **Abstract-Hemodialysis is a treatment for patients suffering** **from chronic or acute kidney disease, and is administered via an** **arteriovenous vascular access. One symptom of a dysfunctional** **vascular access are blood sounds (bruits) produced by turbulent** **flow. This paper discusses the design and characterization of a** **multichannel transdu",,通过,通过,TRUE,唯一候选直接给出模型条件、带宽和动态范围；删去与问题无关的放大器优化表述。,单chunk独立覆盖带宽(2.25 kHz)和动态范围(60.2 dB)。狭窄范围(5-80%)和流量范围(850-1200 mL/min)经原文验证。
rq032,该研究为什么要为 k-NN 进行特征选择，目标分类任务是什么？,doc_91d334,doc_91d334,FALSE,doc_91d334:8565434ff90c1575,doc_91d334:8565434ff90c1575,1,研究对动静脉瘘杂音信号应用并比较特征选择方法，以获得适合有效、可信分类的特征；目标任务是用k-NN对动静脉瘘状态进行多分类评估。,"[{""claim_id"": ""rq032-c1"", ""claim_text"": ""研究对动静脉瘘杂音信号应用并比较特征选择方法，以获得适合有效、可信分类的特征；目标任务是用k-NN对动静脉瘘状态进行多分类评估。"", ""acceptable_chunk_ids"": [""doc_91d334:8565434ff90c1575""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] # The new method of the selection of features for thek-NN classifier in the arteriovenous fistula stateestimation   Marcin Grochowina   University of Rzeszów   al. Rejtana 16,35-310 Rzeszów, Poland   Email:gromar@ur.edu.pl   Lucyna Leniowska   University of Rzeszów   al. Rejtana 16, 35-310 Rzeszów,Poland   Email:lleniow@ur.edu.pl   **Abstract-In this paper the application of a new method of** **features selection was presented. Its effects wvere compared with** **several other methods of features selection. The study were** **performed using a data set containing samples of the sound signal** ",,通过,通过,TRUE,唯一候选直接说明声音数据、特征选择比较及AVF状态多分类目标。,单chunk独立覆盖k-NN特征选择目的(有效/可信特征)和目标(AVF状态多分类评估)。
rq033,ESRD 医学管理中，肾移植、透析和保守治疗分别适用于哪些情况？,doc_96d0a0,doc_96d0a0,FALSE,doc_96d0a0:397d069c9f3eaef9,doc_96d0a0:397d069c9f3eaef9,1,对ESRD，符合条件者通常以肾移植获得最佳结局；多数患者选择透析，是否启动应共同决策；保守或姑息管理尤其适合预期寿命有限、有严重合并症或希望避免医疗干预者。,"[{""claim_id"": ""rq033-c1"", ""claim_text"": ""对ESRD，符合条件者通常以肾移植获得最佳结局；多数患者选择透析，是否启动应共同决策；保守或姑息管理尤其适合预期寿命有限、有严重合并症或希望避免医疗干预者。"", ""acceptable_chunk_ids"": [""doc_96d0a0:397d069c9f3eaef9""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[0] # End-Stage Renal Disease:Medical Management   Noah Wouk, MD, Piedmont Health Services,Prospect Hill,North Carolina   End-stage renal disease (ESRD) is diagnosed when kidney function is no longer adequate for long-term survival without kid-ney transplantation or dialysis. Primary care clinicians should refer people at risk of ESRD to nephrology to optimize disease management. Kidney transplantation typically yields the best patient outcomes, although most patients are treated with dialysis. The decision to initiate dialysis is best made through shared decision-making. Because most patients wit",,通过,通过,TRUE,仅摘要候选直接覆盖三种方案及保守治疗的具体适用人群。,单chunk独立覆盖三种管理方案：肾移植(最佳结局)、透析(共享决策)、保守治疗(预期寿命有限/严重合并症/避免干预)。临床指南表述准确。
rq034,动静脉瘘高频血管壁振动具有哪些频率和幅度特征，主要出现在哪些位置？,doc_991ca5,doc_991ca5,FALSE,doc_991ca5:604eb002a80f1192,doc_991ca5:604eb002a80f1192,1,模拟显示动静脉瘘血管壁振动分布于若干离散频带，最高约200 Hz，振幅最高约200 μm；振动主要集中在吻合口底部和静脉内侧。,"[{""claim_id"": ""rq034-c1"", ""claim_text"": ""模拟显示动静脉瘘血管壁振动分布于若干离散频带，最高约200 Hz，振幅最高约200 μm；振动主要集中在吻合口底部和静脉内侧。"", ""acceptable_chunk_ids"": [""doc_991ca5:604eb002a80f1192""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[2] ## Abstract   Hemodialysis is the lifeline for nearly three million end stage renal disease patients worldwide. Native arteriovenous fistula (AVF) is the preferred vascular access, but 40% fail within 1 year. We recently demonstrated that AVFs harbour transitional flows and the goal of the present study was to investigate whether the associated high-frequency pressure fluctuations could promote vibrations within the vascular wall. We acquired MRI images and flow rates immediately after surgery in one patient and generated a 3D patient-specific model. High-fidelity fluid structure interaction s",,通过,通过,TRUE,仅摘要候选同时直接支持频率、幅度和主要位置。,"单chunk独立覆盖频率(离散频带, ~200 Hz)、振幅(~200 um)及位置(吻合口底部/静脉内侧)。数值一致性验证通过。"
rq035,局部轴对称狭窄后壁面压力波动的幅值和频谱有哪些主要特征？,doc_997c1e,doc_997c1e,FALSE,doc_997c1e:62cce9008dc1ee72,doc_997c1e:62cce9008dc1ee72,1,狭窄下游有限区域内壁压波动RMS会陡增，并在射流再附着点上游达到显著峰值；频谱出现由分离区和再附着区大尺度涡主导的低频峰，其频率接近涡形成特征频率。与刚性壁相比，弹性壁还可提高壁压幅值和低频谱级，并引入新的低频分量。,"[{""claim_id"": ""rq035-c1"", ""claim_text"": ""狭窄下游有限区域内壁压波动RMS会陡增，并在射流再附着点上游达到显著峰值；频谱出现由分离区和再附着区大尺度涡主导的低频峰，其频率接近涡形成特征频率。与刚性壁相比，弹性壁还可提高壁压幅值和低频谱级，并引入新的低频分量。"", ""acceptable_chunk_ids"": [""doc_997c1e:62cce9008dc1ee72""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] ## Abstract   Wall pressure fluctuations, pt, in rigid and elastic pipes behind a local axisymmetric narrowing are studied. A sharp increase in their rms level in a finite region immediately downstream of the narrowing, leading up to a pronounced maximum upstream of the point of jet reattachment, is found. Approximate estimates both for the distance from the narrowing to the point of maximum rms pressure and for the rms magnitude at this point are obtained. Inspection of the wall pressure power spectrum, P, reveals the presence of low-frequency maxima. The maxima are found to be associated wit",,通过,通过,TRUE,仅摘要候选完整覆盖幅值空间变化和主要频谱特征。,单chunk独立覆盖壁压RMS空间变化(陡增/峰值于再附着点上游)和频谱特征(低频峰/涡形成频率/弹性壁新低频分量)。描述完整准确。
rq036,该研究通过哪些标记、铸型和成像技术追踪动静脉瘘局部 WSS 与内膜中层厚度变化？,doc_9998a7,doc_9998a7,FALSE,doc_9998a7:90e923842fd07019,doc_9998a7:90e923842fd07019,1,研究在猪股动静脉瘘上缝合可在CT、7 T micro-MRI及组织学切片中识别的放射不透标记，以固定局部坐标并对应体内外截面；处死后对动静脉瘘铸型以维持体内几何，再用micro-MRI和组织学测量静脉内膜中层厚度，并把术后2天和28天的局部WSS映射到对应位置。,"[{""claim_id"": ""rq036-c1"", ""claim_text"": ""研究在猪股动静脉瘘上缝合可在CT、7 T micro-MRI及组织学切片中识别的放射不透标记，以固定局部坐标并对应体内外截面；处死后对动静脉瘘铸型以维持体内几何，再用micro-MRI和组织学测量静脉内膜中层厚度，并把术后2天和28天的局部WSS映射到对应位置。"", ""acceptable_chunk_ids"": [""doc_9998a7:90e923842fd07019""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[2] ## ABSTRACT   Remodeling in the arteriovenous fistulas (AVFs) is believed to be a hemodynamic-driven process, which results in extreme changes in the diameter and intima-media thicken-ing (IMT) of vessels over time. This study aims to describe the successful development of techniques that enabled corre-lation of changes in local and longitudinal wall shear stress (WSS) with the temporal variations of the diameter and IMT in the venous segment of AVFs. An AVF was created between the femoral artery and vein of a 50-kg pig. We have previously shown the successful use of CT-scan and ultra-sound te",,通过,通过,TRUE,仅摘要候选完整描述标记、铸型、成像和WSS至IMT的追踪流程。,单chunk独立覆盖标记(放射不透标记/CT/7T micro-MRI/组织学)、铸型(处死后维持几何)、成像及WSS-IMT映射(2天/28天)全流程。
rq037,基于 S 变换的动静脉瘘狭窄检测方法如何构建时频特征，其初步性能如何？,doc_99bb1e,doc_99bb1e,FALSE,doc_99bb1e:3ca009f7e5053c45,doc_99bb1e:3ca009f7e5053c45,1,方法将动静脉瘘杂音做S变换，构建同时包含时间域和频率域信息的二维特征图，再用于狭窄检测；初步测试的阳性预测值为87.84%，敏感度为89.24%。,"[{""claim_id"": ""rq037-c1"", ""claim_text"": ""方法将动静脉瘘杂音做S变换，构建同时包含时间域和频率域信息的二维特征图，再用于狭窄检测；初步测试的阳性预测值为87.84%，敏感度为89.24%。"", ""acceptable_chunk_ids"": [""doc_99bb1e:3ca009f7e5053c45""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] # Novel Noninvasive Approach for DetectingArteriovenous Fistula Stenosis   Hsien-Yi Wang, Cho-Han Wu, Chien-Yue Chen, and Bor-Shyh Lin*,Member, IEEE   Abstract-Hemodialysis is the most common **treatment** **for** **pa-**tients with end-stage renal disease. For hemodialysis, **consistently** functional vascular access must be **surgically** **created with** **an** **anas-**tomosis of artery and vein, referred to as an arteriovenous **fistula** (AVF). However, AVF dysfunction **may** occur over **time. Angiog-**raphy and Doppler **ultrasound are usually used to detect the flow** or the diameter",,通过,通过,TRUE,仅摘要候选同时直接支持二维时频特征构建和初步性能。,"单chunk独立覆盖S变换时频特征构建方法和初步性能(PPV 87.84%, 敏感度89.24%)。数值经原文验证。"
rq038,狭窄区域及其下游约 5 厘米处的动静脉瘘杂音在音调特征上有何差异？,doc_9c1a7b,doc_9c1a7b,FALSE,doc_9c1a7b:91ec5ceff17a03c7,doc_9c1a7b:91ec5ceff17a03c7;doc_9c1a7b:a85fbb332b5478ea;doc_9c1a7b:1c8f07769b9c0d79,3,狭窄处杂音呈临床所谓的高音调特征；狭窄下游约5 cm处呈低音调特征，且随湍流逐渐转为层流，杂音幅度也更低。,"[{""claim_id"": ""rq038-c1"", ""claim_text"": ""狭窄处杂音呈临床所谓的高音调特征；狭窄下游约5 cm处呈低音调特征，且随湍流逐渐转为层流，杂音幅度也更低。"", ""acceptable_chunk_ids"": [""doc_9c1a7b:91ec5ceff17a03c7"", ""doc_9c1a7b:a85fbb332b5478ea"", ""doc_9c1a7b:1c8f07769b9c0d79""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] # Evaluation of blood access dysfunction based on a wavelet transform analysis of shunt murmurs   **Abstract** We investigated shunt murmurs based on wavelet transform analysis as a new method for assessing vascular access function. In the present study, in patients with venous stenosis near an arteriovenous fistula (A-V fistula), a sensor was placed at different positions around the steno-sis and shunt murmur signals obtained using a measurement system were subjected to time-frequency analysis based on wavelet transforms. The shunt murmurs obtained from the stenotic region closely represented || [9] ## Discussion   The results obtained from the vascular murmur measure-ment in the patient with venous stenosis indicate that the vascular murmurs obtained from the stenotic region,shown in Fig. 6 correspond to murmurs that are often referred to as “high-pitch"" murmurs in the clinical setting. The vascular murmurs shown in Fig. 7 obtained downstream of the stenotic region had a wide range of frequency components, and the amplitude of the shunt murmur signals was largest at this position. This indicates that the blood flow at this position was the most turbulent. In contrast, the vascular murmur || [12] ## Conclusion   Adequate maintenance of vascular access is an important issue for dialysis patients. We therefore investigated vascu-lar murmurs based on a wavelet transform analysis as a new method for assessing the condition of vascular access.The present method, by which blood flow through an A-V fistula is assessed based on the frequency distribution on the timne-frequency plane by wavelet transform analysis is advanta-geous because findings are not markedly affected by sensor attachment. Furthermore, as a sensor is attached using an adhesive collar, measurements can be taken over a short ",,通过,通过,TRUE,保留直接比较狭窄处与下游约5 cm音调特征的摘要、讨论和结论证据。,Chunk1(摘要)、Chunk2(讨论)、Chunk3(结论)均独立验证狭窄处高音调/下游5cm处低音调特征。距离(5cm)在三chunk中一致。high-pitch/low-pitch用语准确。
